"Key-Clé","CoAppNm","CoAppRoleCD","CoAppRoleEN","CoAppRoleFR","CoAppOrgID","CoAppOrgNm","ProvinceEN","ProvinceFR","CountryEN","PaysFR","FiscalYear-AnnéeFinancière"
682353,"Ananthanarayanan, Vettai S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
639932,"Anisman, Hymie","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEGA","Carleton University (Ottawa)","Ontario","Ontario","Canada","Canada","200304"
639932,"Merali, Zulfiquar","CO","Co-Investigator","Co-chercheur","IMHR","University of Ottawa Institute of Mental Health Research/Institut de recherche en santé mentale de l'Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
639932,"Kokkinidis, Larry P","CO","Co-Investigator","Co-chercheur","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
665488,"Antel, Jack P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
666430,"Avoli, Massimo","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADBC","Montreal Neurological Institute/Institut neurologique de Montréal","Québec","Québec","Canada","Canada","200304"
37734,"Babiuk, Lorne A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
626971,"Bend, John (Jack) R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
257147,"Bergeron, John J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAC","Research Institute of the McGill University Health Centre/Institut de recherche du Centre universitaire de santé McGill","Québec","Québec","Canada","Canada","200304"
742407,"Bleackley, Robert C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
60684,"Blostein, Rhoda","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
314747,"Branton, Philip E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
18638,"Buchan, Alison M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
231770,"Chabot, Benoit","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
738217,"Chahine, Mohamed","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
911415,"Coombs, Kevin M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
272690,"Cooper, Ellis J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
494040,"Crine, Philippe J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
494040,"Boileau, Guy","CO","Co-Investigator","Co-chercheur","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
494040,"Desgroseillers, Luc","CO","Co-Investigator","Co-chercheur","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
732297,"Culotti, Joseph G","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADHN","Lunenfeld-Tanenbaum Research Institute  (Toronto)","Ontario","Ontario","Canada","Canada","200304"
91839,"Davie, James R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
600899,"Delbaere, Louis T","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
258745,"Dennis, Patrick P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
693291,"Downey, Gregory P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","UFAB","National Jewish Hospital (University of Colorado)","Colorado","Colorado","United States","États-Unis","200304"
406770,"Drucker, Daniel J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
936436,"Dunn, Stanley D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
210149,"Epand, Richard M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
129526,"Escher, Emanuel","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
129526,"Leduc, Richard","CO","Co-Investigator","Co-chercheur","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
129526,"Guillemette, Gaétan","CO","Co-Investigator","Co-chercheur","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
332947,"Finlay, Barton B","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
475448,"Foster, F. Stuart","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
475448,"Kerbel, Robert S","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
475448,"Sauder, Daniel N","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
475448,"Burns, Peter N","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
747227,"Goodale, Melvyn A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
524489,"Gotman, Jean","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADBC","Montreal Neurological Institute/Institut neurologique de Montréal","Québec","Québec","Canada","Canada","200304"
768414,"Greenblatt, Jack F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
597024,"Hamid, Qutayba A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
243671,"Hayglass, Kent T","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CDAA","University of Manitoba","Manitoba","Manitoba","Canada","Canada","200304"
32174,"Herscovics, Annette A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
785770,"Howard, Stephen P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
167898,"Huff, Murray W","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CPCV","Robarts Research Institute - U.W.O. (London, Ont.)","Ontario","Ontario","Canada","Canada","200304"
942096,"Hussain, Sabah N","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
356024,"Jhamandas, Jack H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
607189,"Johnston, Gerald C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
607189,"Singer, Richard A","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
4091,"Julien, Jean-Pierre","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
998829,"Karmazyn, Morris","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unknown","Inconnu","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
500316,"Kay, Robert J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","BCAV","BC Cancer, part of PHSA (Vancouver)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
1647,"Korbelik, Mladen","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","BCAV","BC Cancer, part of PHSA (Vancouver)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
981426,"Leenen, Frans H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ABDZ","University of Ottawa Heart Institute/Institut de cardiologie de l'Université d'Ottawa","Ontario","Ontario","Canada","Canada","200304"
109639,"Lehoux, Jean-Guy","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
510185,"Mahuran, Don J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
178736,"Brien, James F","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
178736,"Racz, William J","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
178736,"Bennett, Brian M","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
178736,"Massey, Thomas E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
419152,"Mcghee, James D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
136082,"McMaster, W. Robert","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
162944,"Meighen, Edward A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
956718,"Murphy, Bruce D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
634522,"Nepveu, Alain","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
833531,"Parent, André","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
161578,"Dupuis, Gilles","CO","Co-Investigator","Co-chercheur","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
161578,"Payet, Marcel D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFDA","Université de Sherbrooke","Québec","Québec","Canada","Canada","200304"
144006,"Phillipson, Eliot A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
144006,"Horner, Richard L","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
446091,"Pittman, Quentin J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
332146,"Powell, William S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
917064,"Robinson, Brian H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
282295,"Adam, Albert","CO","Co-Investigator","Co-chercheur","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
282295,"Rouleau, Jean-Lucien","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCK","Montreal Heart Institute/Institut de cardiologie de Montréal","Québec","Québec","Canada","Canada","200304"
978332,"Schulz, Richard (Rick)","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
352151,"Schurch, Friedrich S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
18451,"Severson, David L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
896160,"Shaw, Gary S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
451248,"Singh, Bhagirath","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
951206,"Thomas, David Y","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
776516,"Uetrecht, Jack P","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
750536,"Vilis, Tutis","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEEA","University of Western Ontario","Ontario","Ontario","Canada","Canada","200304"
654939,"Wallace, John L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
174935,"Wang, Yu Tian","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
317920,"White, John H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
589097,"Yamaguchi, Nobuharu","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
484547,"Zingg, Hans H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
792384,"McManus, Bruce M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
792384,"Yang, Decheng","CO","Co-Investigator","Co-chercheur","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
801,"Lukacs, Gergely L","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
476181,"Thibault, Gaétan","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
863310,"Anastassiades, Tassos P","CO","Co-Investigator","Co-chercheur","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
863310,"Murray, Timothy M","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
863310,"Brown, Jacques P","CO","Co-Investigator","Co-chercheur","CFBA","Université Laval","Québec","Québec","Canada","Canada","200304"
863310,"Tenenhouse, Alan M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFAC","Research Institute of the McGill University Health Centre/Institut de recherche du Centre universitaire de santé McGill","Québec","Québec","Canada","Canada","200304"
863310,"Hanley, David A","CO","Co-Investigator","Co-chercheur","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
863310,"Adachi, Jonathan D","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
863310,"Rittmaster, Roger S","CO","Co-Investigator","Co-chercheur","GLAG","Glaxo Group Ltd. (United Kingdom)","Unknown/Inconnu","Unknown/Inconnu","United Kingdom","Royaume-Uni","200304"
863310,"Prior, Jerilynn C","CO","Co-Investigator","Co-chercheur","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
863310,"Joseph, Lawrence","CO","Co-Investigator","Co-chercheur","CFAA","McGill University/Université McGill","Québec","Québec","Canada","Canada","200304"
863310,"Kreiger, Nancy","CO","Co-Investigator","Co-chercheur","ACOL","American College of Epidemiology (Raleigh, North Carolina)","North Carolina","Caroline du Nord","United States","États-Unis","200304"
863310,"Jackson, Stuart A","CO","Co-Investigator","Co-chercheur","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
863310,"Olszynski, Wojciech P","CO","Co-Investigator","Co-chercheur","CCAA","University of Saskatchewan","Saskatchewan","Saskatchewan","Canada","Canada","200304"
863310,"Joyce, Carol J","CO","Co-Investigator","Co-chercheur","CJAA","Memorial University of Newfoundland","Newfoundland and Labrador","Terre-Neuve-et-Labrador","Canada","Canada","200304"
863310,"Kirkland, Susan A","CO","Co-Investigator","Co-chercheur","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
481255,"Joanette, Yves C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
481255,"Ska, Bernadette","CO","Co-Investigator","Co-chercheur","CFCA","Université de Montréal","Québec","Québec","Canada","Canada","200304"
768562,"Lytton, Jonathan","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
952903,"Rachubinski, Richard A","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
818418,"Butterworth, Roger F","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","ADWY","Centre hospitalier de l'Université de Montréal (CHUM)","Québec","Québec","Canada","Canada","200304"
818418,"Pomier-Layrargues, Gilles","CO","Co-Investigator","Co-chercheur","ADWY","Centre hospitalier de l'Université de Montréal (CHUM)","Québec","Québec","Canada","Canada","200304"
584493,"Pittman, Quentin J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
535638,"Descarries, Laurent","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
900730,"Calne, Donald B","CO","Co-Investigator","Co-chercheur","AATM","University Hospital (U.B.C.)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
900730,"Ruth, Thomas J","CO","Co-Investigator","Co-chercheur","ABBI","TRIUMF (Vancouver, BC)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
900730,"Stoessl, A. Jonathan","CO","Co-Investigator","Co-chercheur","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
900730,"Schulzer, Michael","CO","Co-Investigator","Co-chercheur","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
900730,"Tsui, Joseph K","CO","Co-Investigator","Co-chercheur","ISAS","Vancouver Hospital & Health Sciences Centre","British Columbia","Colombie-Britannique","Canada","Canada","200304"
900730,"Lee, Chong S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
586478,"Snow, William G","CO","Co-Investigator","Co-chercheur","Unspecified/Non Spécifié","Unspecified/Non Spécifié","Unknown","Inconnu","Unspecified/Non Spécifié","Unspecified/Non Spécifié","200304"
586478,"Tierney, Mary C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
586478,"Szalai, John P","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
586478,"Greenblatt, Ellen M","CO","Co-Investigator","Co-chercheur","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
586478,"MacLusky, Neil J","CO","Co-Investigator","Co-chercheur","CEHA","University of Guelph","Ontario","Ontario","Canada","Canada","200304"
586478,"Hilditch, John R","CO","Co-Investigator","Co-chercheur","CEAF","Sunnybrook Research Institute (Toronto, Ontario)","Ontario","Ontario","Canada","Canada","200304"
586478,"Oh, Paul","CO","Co-Investigator","Co-chercheur","IOAA","Toronto Rehabilitation Institute-UHN","Ontario","Ontario","Canada","Canada","200304"
405684,"Nesheim, Michael E","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
711951,"Teo, Koon K","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
711951,"Knudtson, Merril L","CO","Co-Investigator","Co-chercheur","CBBB","Foothills Hospital (Calgary)","Alberta","Alberta","Canada","Canada","200304"
711951,"Yusuf, Salim","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
711951,"O'Brien, Bernard J","CO","Co-Investigator","Co-chercheur","CEBA","McMaster University","Ontario","Ontario","Canada","Canada","200304"
31568,"Clarke, David M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAA","University of Toronto","Ontario","Ontario","Canada","Canada","200304"
871973,"Deber, Charles M","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEAB","Hospital for Sick Children (Toronto)","Ontario","Ontario","Canada","Canada","200304"
279518,"Hill, Bruce C","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CEDA","Queen's University (Kingston, Ontario)","Ontario","Ontario","Canada","Canada","200304"
987526,"Lemire, Bernard D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
788877,"Michalak, Marek S","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
445073,"Vogel, Hans (Harm) J","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBBA","University of Calgary","Alberta","Alberta","Canada","Canada","200304"
655962,"Weiner, Joel H","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CBAA","University of Alberta","Alberta","Alberta","Canada","Canada","200304"
261367,"Astell, Caroline R","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAH","B.C. Cancer Research Centre (Vancouver)","British Columbia","Colombie-Britannique","Canada","Canada","200304"
503176,"Gillam, Shirley","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CAAA","University of British Columbia","British Columbia","Colombie-Britannique","Canada","Canada","200304"
367437,"Richardson, Christopher D","NPI","Nominated Principal Investigator","Chercheur principal qui parraine","CHAA","Dalhousie University (Nova Scotia)","Nova Scotia","Nouvelle-Écosse","Canada","Canada","200304"
